Epoch,Loss,Mae,Msssim,Val-Loss,Val-Mae,Val-Msssim,Learning-Rate,Time
1.0,0.8118664183040366,0.8118663981062542,0.8118663982474973,0.8099725195702087,0.8099725018156335,0.8099724891337943,1e-07,668.1910619735718
2.0,0.8118529127672385,0.8118528941231317,0.811852893699402,0.809989628639627,0.8099896159577877,0.8099896058123163,5.6444444444444445e-06,981.6623327732086
3.0,0.8116811607121291,0.8116811436216979,0.8116811398081305,0.8101518940418324,0.8101518762872574,0.8101518737508896,1.118888888888889e-05,664.1299510002136
4.0,0.8116385130238194,0.8116384943797125,0.8116384936734964,0.8103369017864795,0.8103368814955366,0.8103368967137439,1.6733333333333335e-05,662.2991280555725
5.0,0.8118790268050551,0.8118790070310024,0.8118790094321373,0.8101761455231524,0.8101761252322095,0.8101761328413132,2.2277777777777778e-05,662.5507304668427
6.0,0.8116948741589677,0.8116948577747526,0.8116948553736176,0.8102096991336092,0.810209683915402,0.8102096763062985,2.782222222222222e-05,664.2946994304657
7.0,0.8116652037577606,0.8116651841249511,0.8116651777690056,0.8101156252495786,0.8101156062268197,0.8101156125677392,3.3366666666666674e-05,663.2241635322571
8.0,0.8117938503552388,0.8117947916001506,0.8117899913075975,0.810279536754527,0.8102795164635841,0.810279518999952,3.8911111111111117e-05,662.0838429927826
9.0,0.8116622427346017,0.8116622229605489,0.8116622267741163,0.8101167285695989,0.8101167133513917,0.8101166943286328,4.445555555555556e-05,660.487078666687
10.0,0.8117204021786062,0.8117203838169857,0.8117203811333643,0.809915654202725,0.8099156313754142,0.809915654202725,5e-05,660.8260328769684
11.0,0.8115798299911463,0.8115798130419583,0.8115798130419583,0.809915172292831,0.809915154538256,0.80991515580644,5e-05,661.5974605083466
12.0,0.8117546542278399,0.8117554132689797,0.8117515290800429,0.8100425004959106,0.8100424776685998,0.8100424878140713,5e-05,661.7186613082886
13.0,0.8116479131847761,0.8116478936932098,0.811647894399426,0.8102928945358764,0.8102928755131173,0.8102928704403817,5e-05,662.7951195240021
14.0,0.8115704803952674,0.8115704634460793,0.8115704658472143,0.8101596819593552,0.8101596667411479,0.8101596629365961,5e-05,662.1846334934235
15.0,0.8114531326915415,0.8114531139061915,0.8114531109400835,0.8103102191965631,0.810310202710172,0.8103102052465398,5e-05,661.4006905555725
16.0,0.8115007431021234,0.8115007251642327,0.8115007213506653,0.809795321302211,0.8097952946703485,0.8097953060840039,5e-05,660.5647432804108
17.0,0.8114469753339957,0.8114469554186997,0.8114469614921588,0.8100013187591065,0.8100013035408994,0.8100013060772673,5e-05,660.9336445331573
18.0,0.8114075876807715,0.8114075680479619,0.8114075690366646,0.8096061513779012,0.8096061361596939,0.8096061285505903,5e-05,668.4146044254303
19.0,0.8114556516233778,0.8114556328380277,0.8114556315668386,0.8096766941090847,0.8096766738181419,0.809676671281774,5e-05,662.7508859634399
20.0,0.8114192720273095,0.8114192543719052,0.8114192550781214,0.8097526202810571,0.8097525974537464,0.8097526025264821,5e-05,661.5121841430664
21.0,0.8110990771467652,0.8110990553953071,0.8110990610450365,0.8098413918880706,0.8098413677925759,0.8098413741334956,5e-05,660.5834329128265
22.0,0.8111325075841063,0.8111324876688103,0.811132483855243,0.8097905580033647,0.8097905415169736,0.8097905465897094,5e-05,661.371883392334
23.0,0.8110539081254842,0.8110538863740261,0.8110538908938096,0.8096280186734301,0.8096279971143032,0.809628000918855,5e-05,660.3150780200958
24.0,0.8111012308235982,0.8111012147218695,0.8111012159930586,0.8092796612293163,0.8092796434747412,0.809279647279293,5e-05,661.8346059322357
25.0,0.8110568517757253,0.8110568338378346,0.8110568283293484,0.809353713025438,0.8093536863935754,0.8093536851253915,5e-05,661.3275434970856
26.0,0.8109060980697379,0.8109060806968201,0.8109060856403333,0.8093322578896868,0.809332235062376,0.8093322236487206,5e-05,660.5090236663818
27.0,0.8109321611187469,0.8109321397910186,0.810932144875775,0.8097196994943822,0.809719683007991,0.809719684276175,5e-05,661.5404999256134
28.0,0.8107047499073625,0.8107047314044988,0.8107047292858504,0.8092553260478568,0.809255303220546,0.8092553070250977,5e-05,661.2471668720245
29.0,0.8109524892687232,0.8109524706246164,0.8109524727432649,0.8089476227760315,0.8089475961441689,0.8089476024850886,5e-05,662.5327055454254
30.0,0.810777416585181,0.8107773986472903,0.8107773976585876,0.8091554831951222,0.8091554679769151,0.8091554590996276,5e-05,661.539719581604
31.0,0.8106636484087361,0.8106636303296021,0.8106636280697104,0.8095952602142983,0.8095952399233555,0.8095952373869876,5e-05,660.4692726135254
32.0,0.8107142239385307,0.8107142061418832,0.810714200633397,0.8086575967200259,0.8086575776972669,0.8086575776972669,5e-05,660.4451642036438
33.0,0.8105005756091167,0.8105005554113343,0.8105005585186854,0.809251365509439,0.8092513464866801,0.8092513426821283,5e-05,661.681643486023
34.0,0.8105951635193486,0.8105951441690256,0.8105951447339984,0.8092151271535996,0.8092151132035763,0.8092151043262887,5e-05,661.3526253700256
35.0,0.8105380218740889,0.8105379998401443,0.8105379989926849,0.8091993788455395,0.8091993598227806,0.8091993560182288,5e-05,660.3916878700256
36.0,0.8105075824034722,0.8105075643243382,0.8105075620644465,0.8087989421600991,0.8087989269418919,0.8087989193327884,5e-05,661.7806503772736
37.0,0.8103269489738049,0.8103269317421303,0.8103269325895897,0.8090029802728207,0.809002956177326,0.8090029599818778,5e-05,661.195394039154
38.0,0.8104206330685819,0.8104206145657182,0.8104206165431235,0.8090214754672761,0.8090214551763332,0.809021438689942,5e-05,661.4496736526489
39.0,0.8104219912635207,0.8104219723369273,0.8104219760092514,0.8090183772939317,0.8090214374217581,0.809006041668831,5e-05,661.6493539810181
40.0,0.8103382247036667,0.8103382069070192,0.8103382060595599,0.8083840164732425,0.8083839999868515,0.8083839999868515,5e-05,662.3158104419708
