Epoch,Loss,Mae,Msssim,Val-Loss,Val-Mae,Val-Msssim,Learning-Rate,Time
1.0,0.8207026342161341,0.8207026229185217,0.8207026151270648,0.8205070355359245,0.8205070180051467,0.8205070004743689,1e-07,182.27982020378113
2.0,0.7271804320656396,0.7271804223263186,0.7271804250533285,0.3769013566129348,0.3769013531067792,0.376901354859857,5.6444444444444445e-06,146.43969416618347
3.0,0.23383892916775997,0.23383892644075008,0.23383892741468218,0.23781998630832224,0.23781998104908886,0.23781998455524445,1.118888888888889e-05,165.11822295188904
4.0,0.22280371257292678,0.22280370931025423,0.22280370687542397,0.23332857735016765,0.2333285712143954,0.2333285738440121,1.6733333333333335e-05,143.49157977104187
5.0,0.21500558625249303,0.21500558381766274,0.21500558221067478,0.21949691456906936,0.21949690974810543,0.21949690711848877,2.2277777777777778e-05,150.82631087303162
6.0,0.1909620435117117,0.19096204010294934,0.19096204112557805,0.17553336260949864,0.17553336085642085,0.17553335997988195,2.782222222222222e-05,140.2647168636322
7.0,0.1477551251844643,0.14775512401574578,0.14775512474619484,0.12641829033108318,0.1264182885780054,0.12641829033108318,3.3366666666666674e-05,137.06191396713257
8.0,0.11920340590519843,0.11920340427386215,0.11920340403037913,0.11067459556986303,0.1106745942550547,0.1106745925019769,3.8911111111111117e-05,148.45664620399475
9.0,0.11127405913144935,0.111274057816641,0.11127405708619192,0.10596158574609195,0.10596158530782251,0.10596158355474472,4.445555555555556e-05,139.9212567806244
10.0,0.11035235014324095,0.11035234892582582,0.11035234839016315,0.10845139315899681,0.10845139184418846,0.10845139096764957,5e-05,144.7878885269165
11.0,0.1063461289101956,0.10634612759538725,0.10634612759538725,0.10221038276658338,0.10221038232831393,0.1022103875875473,5e-05,148.04025554656982
12.0,0.10475646607042138,0.10475646475561304,0.10475646497474776,0.10096337668159429,0.10096337580505539,0.10096337514765122,5e-05,146.90890264511108
13.0,0.10293565943739773,0.10293565814693768,0.10293565807389278,0.09903198173817467,0.09903197976596215,0.09903197713634547,5e-05,149.50448036193848
14.0,0.1020748199152401,0.10207481828390383,0.10207481916044273,0.09718422109589857,0.09718421890455134,0.09718422109589857,5e-05,158.5866289138794
15.0,0.10100252945828282,0.1010025283139126,0.10100252877653035,0.09676100992981125,0.0967610083958682,0.0967610046705779,5e-05,142.30577564239502
16.0,0.10040177736017439,0.10040177616710756,0.10040177536361358,0.09621141653727083,0.09621141434592359,0.09621141719467499,5e-05,202.61516547203064
17.0,0.09958949300393559,0.09958949183521706,0.09958949164043066,0.0943389699301299,0.0943389699301299,0.09433896927272573,5e-05,202.00192427635193
18.0,0.0987054920128358,0.09870549055193764,0.09870549150152144,0.09351922023822279,0.09351921826601028,0.09351921760860611,5e-05,148.46962523460388
19.0,0.09779007379817807,0.09779007275120105,0.09779007287294257,0.0923276547999943,0.09232765348518596,0.09232765238951235,5e-05,145.35300970077515
20.0,0.09703369835525556,0.09703369728393024,0.09703369708914383,0.09151636195533416,0.09151635888744802,0.09151635910658275,5e-05,153.4222011566162
21.0,0.09548875672462719,0.09548875514198751,0.09548875514198751,0.09208926448927206,0.09208926361273317,0.09208926624234985,5e-05,211.42542791366577
22.0,0.09576450354036163,0.09576450178728384,0.09576450220120498,0.09258680133258596,0.0925868008943165,0.09258680330479846,5e-05,187.77581810951233
23.0,0.0948951918071781,0.09489519061411128,0.09489519207500945,0.08927883207798004,0.08927883032490225,0.08927883207798004,5e-05,185.28245401382446
24.0,0.09376772967915908,0.09376772872957528,0.09376772911914813,0.09025516185690374,0.09025515988469124,0.09025516426738571,5e-05,184.29755926132202
25.0,0.09331213444276573,0.09331213315230569,0.09331213227576679,0.09122851403320537,0.09122851184185814,0.09122851030791507,5e-05,184.25928616523743
26.0,0.09353551112748439,0.09353550983702436,0.09353550932571,0.08836755244170919,0.08836755025036194,0.08836755331824808,5e-05,184.23380374908447
27.0,0.09194267017681615,0.09194266861852478,0.09194266871591798,0.08745667250717387,0.08745667009669192,0.0874566727263086,5e-05,184.35869479179382
28.0,0.09219416951626734,0.09219416800667257,0.09219416839624542,0.0883425033706076,0.0883425024940687,0.08834250446628122,5e-05,184.1803960800171
29.0,0.09216952528439316,0.09216952440785427,0.0921695247000339,0.08920062311431941,0.08920062179951106,0.08920062092297218,5e-05,185.38111424446106
30.0,0.0915915522407862,0.0915915511938092,0.09159155280079717,0.08614427355282447,0.08614427267628558,0.0861442728954203,5e-05,183.90820479393005
