Epoch,Loss,Mae,Msssim,Val-Loss,Val-Mae,Val-Msssim,Learning-Rate,Time
1.0,0.959419345414197,0.9594193211308232,0.9594193233384026,0.9592975616455078,0.9592975378036499,0.9592975020408631,1e-07,58.66979742050171
2.0,0.9528515096063968,0.9528514742851257,0.9528514941533407,0.9456036925315857,0.9456036925315857,0.9456036567687989,5.6444444444444445e-06,60.09642434120178
3.0,0.9256627780419809,0.9256627471358688,0.9256627449282894,0.8946765422821045,0.8946764945983887,0.8946765184402465,1.118888888888889e-05,60.44972348213196
4.0,0.7663798619199682,0.7663798420517532,0.7663798398441739,0.5018349528312683,0.5018349528312683,0.5018349289894104,1.6733333333333335e-05,60.80933403968811
5.0,0.157532825652096,0.1575328209609897,0.1575328210989634,0.04657598212361336,0.046575977653265,0.04657598361372948,2.2277777777777778e-05,69.37864828109741
6.0,0.04217781747380892,0.04217781637001921,0.042177816232045494,0.03470566049218178,0.03470565974712372,0.03470565900206566,2.782222222222222e-05,61.91247630119324
7.0,0.036380125416649714,0.03638012569259714,0.03638012403691256,0.03933197930455208,0.03933197632431984,0.03933197781443596,3.3366666666666674e-05,62.08038830757141
8.0,0.03534115906114931,0.03534115768141217,0.035341158509254456,0.035097502171993256,0.035097500681877135,0.0350975014269352,3.8911111111111117e-05,62.48988747596741
9.0,0.03302949660078243,0.03302949646280871,0.03302949556597957,0.034311017394065856,0.034311014041304586,0.03431101813912392,4.445555555555556e-05,62.69140982627869
10.0,0.033009685920896356,0.03300968557596207,0.03300968474811978,0.03434002920985222,0.03434002883732319,0.0343400277197361,5e-05,61.36098885536194
11.0,0.03261239419656771,0.03261239440352828,0.032612392471896276,0.034623526781797406,0.03462352231144905,0.03462352901697159,5e-05,61.79291105270386
12.0,0.032251659849727596,0.03225165943580645,0.0322516585389773,0.03389375433325768,0.033893756568431854,0.0338937520980835,5e-05,61.231062173843384
13.0,0.03275205188051418,0.032752051259632466,0.03275205056976389,0.034002678096294404,0.03400267884135246,0.03400267586112023,5e-05,61.24459266662598
14.0,0.03371945534039427,0.03371945534039427,0.033719453822683404,0.03370723575353622,0.03370723389089107,0.033707235008478165,5e-05,61.287232637405396
15.0,0.03273314886071064,0.03273314837780264,0.03273314734299978,0.033893254771828654,0.03389325253665447,0.03389325588941574,5e-05,62.3976674079895
16.0,0.032232414862072026,0.032232413068413734,0.03223241396524288,0.033810964226722716,0.03381096348166466,0.03381096199154854,5e-05,61.18909239768982
17.0,0.033169680240529555,0.033169678722818695,0.03316968044749013,0.034944885224103925,0.03494488447904587,0.034944885224103925,5e-05,61.15439963340759
18.0,0.03414076532202738,0.03414076373532966,0.03414076483911938,0.0334363553673029,0.03343635499477386,0.033436354249715805,5e-05,60.914846658706665
19.0,0.03213101059750274,0.032131009010805026,0.03213101045952903,0.03291139379143715,0.03291139267385006,0.03291139230132103,5e-05,61.19713830947876
20.0,0.031318538856727106,0.0313185378909111,0.031318537339016246,0.03274201862514019,0.03274202048778534,0.03274201676249504,5e-05,61.18839073181152
21.0,0.03102297770480315,0.031022976738987146,0.031022977773790008,0.03329352959990502,0.033293533697724344,0.03329352587461472,5e-05,62.201579332351685
22.0,0.03154974506685027,0.03154974596367942,0.031549743480152555,0.032402758672833445,0.03240275457501411,0.032402759045362474,5e-05,61.22610950469971
23.0,0.03097700044788696,0.030977000033965817,0.03097699968903153,0.03215753510594368,0.03215753398835659,0.03215753361582756,5e-05,61.08481407165527
24.0,0.030621955999069743,0.03062195503325374,0.030621955240214313,0.03217455931007862,0.03217455707490444,0.03217455819249153,5e-05,61.16987609863281
25.0,0.0306332910226451,0.030633290194802813,0.0306332900568291,0.032171237841248514,0.032171234488487244,0.03217123821377754,5e-05,62.123164892196655
26.0,0.03105713958265605,0.031057138340892614,0.031057138961774332,0.031572770327329636,0.03157276660203934,0.031572770327329636,5e-05,61.37952542304993
27.0,0.032772263787962774,0.03277226220126505,0.03277226316708105,0.03510299697518349,0.03510299474000931,0.035102997720241544,5e-05,60.9134361743927
28.0,0.0318739999913507,0.03187399826667927,0.03187399937046899,0.0319182887673378,0.03191829025745392,0.03191828653216362,5e-05,60.843913078308105
29.0,0.03006659213591505,0.030066591170099046,0.030066591446046478,0.03089943677186966,0.030899437516927718,0.03089943528175354,5e-05,61.047521114349365
30.0,0.029510114204000543,0.029510114135013685,0.029510112272368536,0.0318225622177124,0.03182256035506725,0.03182256296277046,5e-05,62.097076416015625
31.0,0.030777957221424138,0.030777956048647564,0.030777956048647564,0.03129614628851414,0.03129614293575287,0.03129614666104317,5e-05,61.40493726730347
32.0,0.02910301696371149,0.029103016756750918,0.029103016135869204,0.03062034547328949,0.03062034472823143,0.03062034398317337,5e-05,61.02754592895508
33.0,0.02865454451077514,0.028654543406985426,0.028654543337998568,0.02994418181478977,0.02994418255984783,0.029944179207086564,5e-05,61.36262845993042
