file,model_tag,dataset,mae,mse,psnr,ssim,preview,cutoff_idx,cutoff_energy,cutoff_axis
data\converted_h5\MS30013_txt.h5,20260420_104227_layers7_batch6_kernel3_alpha0.08,denoised_20260420_104227_layers7_batch6_kernel3_alpha0.08,3.1933557987213135,40.161922454833984,45.93643638751837,0.9990041531611206,D:\ZhouHY\dccnn\dccnn-arpes-main\results_ms_txt_quick4_v8\previews\20260420_104227_layers7_batch6_kernel3_alpha0.08\MS30013_txt_20260420_104227_layers7_batch6_kernel3_alpha0.08_comparison.png,1179,40.89500045776367,0
data\converted_h5\MS30015_txt.h5,20260420_104227_layers7_batch6_kernel3_alpha0.08,denoised_20260420_104227_layers7_batch6_kernel3_alpha0.08,3.233910322189331,35.93178939819336,44.84976412941239,0.9987785940060483,D:\ZhouHY\dccnn\dccnn-arpes-main\results_ms_txt_quick4_v8\previews\20260420_104227_layers7_batch6_kernel3_alpha0.08\MS30015_txt_20260420_104227_layers7_batch6_kernel3_alpha0.08_comparison.png,1183,37.915000915527344,0
data\converted_h5\MS30017_txt.h5,20260420_104227_layers7_batch6_kernel3_alpha0.08,denoised_20260420_104227_layers7_batch6_kernel3_alpha0.08,2.6892333030700684,19.053430557250977,44.319007970707545,0.9976911647511021,D:\ZhouHY\dccnn\dccnn-arpes-main\results_ms_txt_quick4_v8\previews\20260420_104227_layers7_batch6_kernel3_alpha0.08\MS30017_txt_20260420_104227_layers7_batch6_kernel3_alpha0.08_comparison.png,1012,34.060001373291016,0
data\converted_h5\MS30019_txt.h5,20260420_104227_layers7_batch6_kernel3_alpha0.08,denoised_20260420_104227_layers7_batch6_kernel3_alpha0.08,0.43984317779541016,0.9634706377983093,44.35947075167963,0.9960452250809366,D:\ZhouHY\dccnn\dccnn-arpes-main\results_ms_txt_quick4_v8\previews\20260420_104227_layers7_batch6_kernel3_alpha0.08\MS30019_txt_20260420_104227_layers7_batch6_kernel3_alpha0.08_comparison.png,1209,32.04499816894531,0
